,category,url
0,197367,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/03/28/9/9/e23b9507-4bed-486d-84e2-09c419923d54.jpg
1,197367,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
2,197367,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2017/09/01/13/8/a87c3241-ab9e-4feb-8eac-9b8bb20cc773.jpg
3,197367,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
4,197367,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/05/09/16/3/a2bf571a-07ee-4861-988d-31f1c6ef37e1.jpg
5,197367,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
6,197367,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/01/21/9/2/d0db0a0d-e265-4aea-884a-c1bad4b016b4.jpg
7,197367,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/03/30/10/7/af5524a4-35bb-44f7-9add-76acae3fbd4b.jpg
8,197367,https://thumbnail14.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/01/30/17/1/69d1a226-44b2-4218-a53b-ead351e3cee5.jpg
9,197367,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
10,197367,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/11/02/6/1/497bfd81-8279-45b2-9c60-8bf407f43454.jpg
11,197367,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/02/13/15/8/85302058-950f-486f-a827-18a79907c0d4.jpg
12,197367,https://thumbnail14.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/01/31/12/1/3047cb1d-d8a0-4979-a688-ac4d8f868276.jpg
13,197367,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
14,197367,https://thumbnail13.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/04/22/18/1/74152c6f-a3f7-4101-8c45-803488487cfa.jpg
15,197367,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/08/03/9/7/aaba01d5-e608-4056-950e-e7a40cb4c88f.jpg
16,197367,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
17,197367,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/03/26/21/1/90c6910b-c6a7-4e1d-8d1a-c25c7bf68add.jpg
18,197367,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/04/11/17/5/4d176eb0-e7c4-4b43-bfcc-93ad88a043ac.jpg
19,197367,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/04/09/14/7/ff0498dd-4113-4826-b8a2-db5037b0a3c4.jpg
20,197367,https://image15.coupangcdn.com/image/badges/rocket/rocket_logo.png
21,197367,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3c7a/c79afa85bbe342244a4c0c42d618fd085d1bc259454bf0c6dfb9e83536ce.jpg
22,197367,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/01/31/12/9/59e571f0-6968-4e1e-9919-9cef421898f5.jpg
23,197367,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
24,197367,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/01/22/17/7/d08c3457-0d60-46aa-92f4-6f443e7da10e.jpg
25,197367,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
26,197367,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/03/30/10/1/ab33a918-153b-40ab-b2dc-0322dee9f705.jpg
27,197367,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/03/23/11/8/1802dd1a-e3bd-4470-ab92-61d634d04504.jpg
28,197367,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
