,category,url
0,384822,https://thumbnail13.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3e5c/108d80326df4be45c1ec0b8c855672e14dd6f95cd16b1bba7089f093192d.jpg
1,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
2,384822,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1624/c3b48f3a0efd81b46cd33513f8308d599eac2563a7ebe5f3b35d3ad70f68.jpg
3,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
4,384822,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/07/06/16/6/62eab230-4649-4b70-ae39-7a4cb2afdb33.jpg
5,384822,https://thumbnail14.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/03/28/22/3/f7f2deba-be78-411b-9330-65068dd8d1f1.jpg
6,384822,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/09/03/13/2/78752b59-3a40-453d-8c66-9dc365dfd802.jpg
7,384822,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/06/21/20/7/5381a8dc-6ae7-4f9b-8613-403df1039f5f.jpg
8,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
9,384822,https://thumbnail13.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/f1a5/1b47a6abe71047d4e28640da9d8ce7ee12ba49b18343057cde7d987e780f.JPG
10,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
11,384822,https://thumbnail14.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/01/30/11/0/562b1bf1-6202-49ae-a279-2873d0933ff2.jpg
12,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
13,384822,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2017/06/14/14/2/4519c28f-568a-4280-b6b0-1911c9970de0.jpg
14,384822,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/10/11/15/9/86fcded1-82ae-40c6-8a97-e5f39da203a4.jpg
15,384822,https://thumbnail14.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/07/13/22/7/87eb158c-60c1-45e8-862e-5b4dbe80499f.jpg
16,384822,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/05/12/15/9/dcd2334c-0bd9-40a0-8802-102286453eb5.jpg
17,384822,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/02/08/12/5/4394b190-129b-47ca-b03f-d609007b1006.jpg
18,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
19,384822,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/03/13/16/5/4c25136e-4fcb-42a3-989a-3fe89c58ed53.jpg
20,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
21,384822,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/03/20/17/5/65bc8e09-6b68-4414-8225-09b85ac2896c.JPG
22,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
23,384822,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/ff09/90578b95f2974c12f705d016b197f295410459079f6aaed1bbcea27bddd1.jpg
24,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
25,384822,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/03/15/11/6/fe9a23e9-dbd3-42ed-87cf-df4e0a3157a5.jpg
26,384822,https://image15.coupangcdn.com/image/badges/rocket/rocket_logo.png
27,384822,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/06/12/20/5/cb2596aa-973e-49d4-bf73-8b9a6a5b0fab.jpg
28,384822,https://thumbnail14.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/06/08/5/5/5acd6220-bfdd-4b3c-9c0c-da8eb6dbcb83.jpg
29,384822,https://thumbnail14.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/01/22/10/6/58680aa9-a57c-42bf-a9c6-345ba2010ed6.jpg
30,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
31,384822,https://thumbnail14.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/01/20/22/2/c980056a-5ab3-4a7e-b969-37b38868caa1.jpg
32,384822,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/02/13/17/5/3bc03557-d862-46f0-847d-9931b3225ecb.jpg
33,384822,https://thumbnail14.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/3615/5384f5c273c644744002faede6ea5c16e57286a137d3a59ab4109aa43ae6.jpg
34,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
35,384822,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/06/11/15/8/3835abaf-fa2e-45ed-a19b-b9c42799a914.jpg
36,384822,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/02/27/21/6/3f02df57-f675-4db0-b597-b7d4ae70649e.jpg
37,384822,https://thumbnail13.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/04/18/17/0/9030103d-f354-42c7-b929-01cd43148be1.jpg
38,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
39,384822,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/02/08/19/1/dc57ed04-bd79-4418-996a-516f40e2639d.jpg
40,384822,https://thumbnail13.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/03/21/15/6/c39f921c-39cd-44c8-bbb0-5f5f47981b3d.jpg
41,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
42,384822,https://thumbnail13.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/f89b/a52d821caee718e14b66b6723d2ebaf82c00376bda0e473825f76213d06c.jpg
43,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
44,384822,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/02/27/13/9/106513d1-7331-449b-ada2-52b46a94d4b1.jpg
45,384822,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/03/22/9/1/97410d26-8b44-4871-8947-96ebaa9ef918.JPG
46,384822,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/04/18/12/8/f0cb2d9e-f1c7-49e8-97b8-a1c6d57f6ec4.jpg
47,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
48,384822,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/231b/16cd0eec9f63f1c7f702d525b4a369d361a33dbafb98166d9dcaaebd37e6.jpg
49,384822,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/92ce/dd97e34db3bec2ca73662b5d627a905aaf16d08131eab092cc59bdf681b3.jpg
50,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
51,384822,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/10/11/15/4/ca4c54da-6c7f-40b6-a8fb-c75d0310aa0e.jpg
52,384822,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/retail/images/2019/04/22/14/9/2aa49e30-f447-41f7-be55-05b201e569d2.jpg
53,384822,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2017/08/04/13/7/573c2d7b-b5f0-4898-93a5-f3e216435116.jpg
54,384822,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/e4db/65fc4f2233772031c09aef626b813f314c40a52c7ce8e2f692ce5f3095b7.jpg
55,384822,https://thumbnail14.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2016/03/04/18/8/154bbb10-49a6-40ff-ac0a-75ca0b48981d.JPG
56,384822,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/01/28/15/2/d36622a5-1315-489a-beba-f54f6a359dc5.jpg
57,384822,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
58,384822,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/be7c/45e1608499bd1afed32505fc24852edb3eb813d4e0c767f34c2a42ed1d5c.jpg
59,384822,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/1196/fabdea45b1ce5dac7fc81fb4da6aa1b6fa2348d7d95622310e2da3b50309.jpg
60,384822,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/03/05/16/0/e6a83dc6-3a6f-46d4-a582-109aed377bb8.jpg
61,384822,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2017/10/12/15/1/c481c240-0faa-4dd3-b161-6e3dba1fde50.jpg
62,384822,https://thumbnail13.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/2a8e/fad46e992c8541a9b9f762d97e55ff93561f5a6c0e32c3913d5f2ba45d85.jpg
63,384822,https://thumbnail13.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/03/19/19/2/c2451372-2b36-4f00-b02f-c232248344cb.jpg
