,category,url
0,186778,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/04/23/16/2/0dcaf917-beab-44c4-b836-cd05cd1c3c4f.jpg
1,186778,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
2,186778,https://thumbnail14.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/03/08/15/0/be3da607-914f-4cde-8918-6564b7ba989c.jpg
3,186778,https://thumbnail12.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/03/06/11/0/d035f8ab-7dea-4f6b-986a-af1af9258492.jpg
4,186778,https://thumbnail13.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/01/24/9/3/84790961-c8d9-4f16-8070-5f5ccb3b73ec.jpg
5,186778,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
6,186778,https://thumbnail13.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/09/27/14/7/97a2b9d6-afa3-4d69-b977-799770db0a33.jpg
7,186778,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/08/12/10/0/2b1b01c4-1ab0-4b72-9e15-ce6192f19a09.jpg
8,186778,https://thumbnail14.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2019/01/29/14/7/88ea0543-7e15-412d-9b38-87095ac38534.jpg
9,186778,https://thumbnail14.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/01/22/18/0/66e55ef6-dbca-41e5-82e2-f4c6844c9cdc.jpg
10,186778,https://thumbnail11.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/02/27/2/3/13bb098a-bc14-4a7c-a60c-db7a6af5f956.jpg
11,186778,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
12,186778,https://thumbnail15.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2017/03/06/0/7/b36a2dc9-2b87-40e7-b3fa-353dbf9ee80f.jpg
13,186778,https://image14.coupangcdn.com/image/badges/3p_v1/web/3p_bi_16@2x.png
14,186778,https://thumbnail13.coupangcdn.com/thumbnails/remote/230x230ex/image/vendor_inventory/images/2018/03/16/15/6/f5760835-bdc5-4ed0-8cca-9037c1b63230.jpg
